"comid","logq_hz_vertical_m_div_s_fill"
23815200,-8.24841213226318
23815202,-4.50775482438031
23815204,-8.10667991638184
23815206,-5.68826732455765
23815208,-4.3952916867406
23815210,-4.73773127446826
23815212,-4.58217567169671
23815214,-8.56130409240723
23815216,-8.82390874094432
23815218,-9.44569301605225
23815220,-4.57180215948799
23815222,-5.70399333068633
23815224,-6.87934303283691
23815226,-7.2726411819458
23815228,-3.09882894195922
23815230,-4.76790388727569
23815232,-4.53871038924944
23815234,-4.56625542582661
23815236,-4.57931662636448
23815238,-4.75707763371577
23815240,-4.53335837899277
23815242,-7.087242603302
23815244,-4.75524750093917
23815246,-4.51905195869068
23815248,-6.69919919967651
23815252,-4.0704695915933
23815254,-4.64505469253867
23815256,-4.70842097847579
23815258,-4.63905868459701
23815260,-6.74458837509155
23815262,-4.73495400635287
23815264,-4.47728984984093
23815270,-4.72817214364697
23815272,-3.99072725247968
23815274,-8.70627212524414
23815276,-7.65364702554936
23815278,-4.21399580907657
23815280,-4.51415576222865
23815282,-4.66793578399717
23815284,-4.23634541123063
23815286,-4.20211154126782
23815288,-5.59010067521979
23815290,-4.46190653201653
23815294,-4.52586504666934
23815296,-5.93621643940264
23815298,-4.82824674551828
23815302,-4.62017678271981
23815304,-8.58592224121094
23815306,-4.61397595421888
23815308,-4.80221717183645
23815310,-4.71425404789022
23815312,-6.16102504504453
23815314,-8.00918197631836
23815318,-7.73518217699046
23815320,-4.44183377436683
23815322,-6.95116991347165
23815324,-7.79977321624756
23815326,-8.95860731484177
23815328,-7.92710208892822
23815330,-8.62503910064697
23815332,-4.28662917972199
23815334,-4.87890982851517
23815336,-3.83175214548252
23815338,-6.66193962097168
23815340,-5.44509915199634
23815342,-6.83623933792114
23815344,-8.1882266998291
23815346,-9.23365020751953
23815348,-4.49684120310886
23815350,-7.1157712303674
23815352,-4.54086943924662
23815354,-5.54619258953877
23815356,-4.59741506716011
23815358,-10
23815362,-8.64809799194336
23815364,-9.22184874961636
23815370,-4.83047251044671
23815372,-4.65939807651449
23815374,-4.75475448538632
23815376,-4.56353896651078
23815380,-6.7902455329895
23815382,-7.71886825561523
23815384,-6.94256258010864
23815390,-8.97677135467529
23815408,-7.59859945921846
23815412,-4.19465062088884
23815414,-8.4719352722168
23815416,-8.67190551757812
23815418,-4.75664241953631
23815420,-8.86100482940674
23815422,-4.64558656228918
23815440,-6.50962007999682
23815444,-9.01183414459229
23815446,-9.08714389801025
23815448,-7.90308998699194
23815450,-4.31921682286911
23815452,-4.60246307625281
23815454,-6.07714605331421
23815456,-4.37052923696761
23815458,-5.86426325649053
23815460,-4.66379323118152
23815462,-5.28680356627475
23815464,-4.68824177292742
23815466,-4.64106294532553
23815468,-4.72070543174543
23815470,-5.11588463798833
23815472,-4.66113337470193
23815474,-5.37141695815601
23815476,-4.88877110176584
23815478,-6.21105427297625
23815480,-4.50763638262272
23815482,-5.64801054456437
23815484,-6.93516778026143
23815486,-2.87610032806624
23815488,-3.99458566656524
23815490,-5.18474111694843
23815492,-4.62640580745468
23815494,-5.60670564354767
23815496,-5.48948179892219
23815498,-4.94291232631526
23815500,-4.75421471233011
23815502,-4.91647588097506
23815504,-4.9938592655721
23815506,-4.13758593253639
23815508,-5.26427338541135
23815510,-4.75658737879595
23815512,-5.0838988945062
23815514,-4.62729748153972
23815516,-4.30883890205605
23815518,-4.94654891497486
23815520,-6.93967997131171
23815522,-4.39213661032611
23815524,-8.08618614761628
23815526,-4.61765790402509
23815528,-7.93397998809814
23815530,-8.30980391997149
23815532,-5.16327722545174
23815534,-8.40260601043701
23815536,-6.25586354759875
23815538,-3.76404170969683
23815540,-7.37994956970215
23815542,-8.68464756011963
23815544,-5.50588716707413
23815546,-4.75009013140097
23815548,-6.28979798534461
23815550,-4.96627877426751
23815552,-8.42393493652344
23815554,-3.9665018578477
23815556,-4.43863974594347
23815558,-4.49764474122117
23815560,-10
23815562,-4.62287725645245
23815564,-4.47399556653055
23815566,-4.72288867711627
23815568,-8.75247955322266
23815570,-9.25254154205322
23815572,-9.28090953826904
23815574,-8.11157512664795
23815576,-5.72827959060669
23815578,-8.9473237991333
23815580,-6.31180858612061
23815582,-6.7470440864563
23815584,-8.39052295684814
23815586,-6.42390966415405
23815588,-7.59846591949463
23815590,-7.1284966468811
23815592,-7.14804363250732
23815594,-6.86951875686646
23815596,-6.92531251907349
23815598,-7.38554763793945
23815600,-8.80924987792969
23815604,-6.85701990127563
23815606,-9.03496360778809
23815608,-8.55403804779053
23815610,-7.21044445037842
23815612,-5.4464750289917
23815614,-6.09178314691061
23815616,-6.56126976013184
23815620,-6.98270130157471
23815622,-6.37701606750488
23815624,-7.90371894836426
23815626,-8.44521808624268
23815628,-6.14221048355103
23815638,-4.37435218092663
23815640,-7.29073003902417
23815642,-7.09854167860389
23815644,-6.5153956413269
24125037,-4.89862415907171
24125039,-6.37520242103924
24125041,-6.36351210364663
24125043,-3.97626905099001
24125047,-5.77915998416582
24125049,-5.04635143230531
24125051,-3.2364580565251
24125053,-6.38101107963507
24125055,-6.38584129049083
24125057,-7.63646602630615
24125059,-7.90157413482666
24125061,-6.24397278702656
24125063,-4.43526530607559
24125065,-5.86918394996526
24125067,-6.05571477931125
24125069,-5.87644688395116
24125071,-5.58597980434634
24125073,-6.12401322857151
24125075,-6.2786841193941
24125077,-7.21253952548158
24125079,-7.13135556160517
24125081,-7.23433144524099
24125083,-6.708409174342
24125085,-6.89143497626717
24125087,-7.3829996588791
24125089,-7.05060999335509
24125091,-7.48678239993206
24125093,-7.41566877563247
24125095,-7.62708799702989
24125097,-7.04817696468409
24125099,-7.16494389827988
24125101,-6.85949195696182
24125103,-7.05109823902979
24125105,-7.24184537803261
24125107,-7.26280735729526
24125109,-8.06048074738138
24125111,-6.54485047882017
24125113,-3.76206852727684
24125115,-3.43272932483498
24125117,-6.30381841283148
24125119,-6.39772291569981
24125121,-6.42817475095917
24125123,-3.81325917097945
24125125,-7.5543957967264
24125127,-6.46054750845054
24125129,-7.48945498979339
24125131,-6.0467236633327
24125133,-6.1436941335667
24125135,-6.27384353382724
24125137,-3.75767387288381
24125139,-6.90343756162586
24125141,-6.08751223866768
24125143,-6.31434781588448
24125145,-6.24093681183951
24125147,-6.45321064836874
24125149,-6.37737157387067
24125151,-6.49485002168009
24125153,-6.66374044798581
24125155,-7.14266750356873
24125157,-6.7619538968712
24125159,-7.12033079436795
24125161,-6.2933675491267
24125163,-7.11407366019857
24125165,-6.69058277422186
24125167,-7.04720755695591
24125169,-7.01878356933594
24125171,-6.59142087459133
24125173,-7.35066514128786
24125175,-7.32422165832592
24125177,-7.1791420105603
24125179,-6.98005331832116
24125181,-8.09691001300806
24125183,-6.71669877129645
24125185,-6.62514295783881
24125187,-6.45717457304082
24125189,-6.42539005865981
24125191,-3.55180802848532
24125193,-3.77219636987528
24125195,-4.2249702127597
24125197,-6.26512019720737
24125199,-4.62566232051245
24125201,-5.50365164422301
24125203,-5.32650909211273
24125205,-5.98346805904274
24125207,-5.29165559682387
24125209,-5.26541617165001
24125211,-4.79341426618059
24125213,-5.13939850155358
24125215,-4.92144531358412
24125217,-4.6496608669358
24125219,-4.65247288899724
24125221,-4.16287514070847
24125223,-4.35213800520821
24125225,-4.29882239587867
24125227,-4.48613052771842
24125229,-4.01753313289083
24125231,-4.67624978341124
24125233,-4.33380338177306
24125235,-4.57547562210821
24125237,-4.62468870245029
24125239,-5.18565058063603
24125241,-5.33842392273985
24125243,-5.66280039462642
24125245,-4.78160630694284
24125247,-4.97368741149533
24125249,-4.78397932683576
24125251,-4.42570707630227
24125253,-4.50525283143151
24125255,-4.33732714729136
24125257,-5.19738960266113
24125259,-4.23337960233018
24125261,-4.04899451233643
24125263,-3.87872616893123
24125265,-4.15955268816198
24125267,-4.43142554727031
24125269,-4.42212990674051
24125271,-4.41499848731311
24125273,-4.11098776587825
24125275,-4.92827554114881
24125277,-4.72319297640305
24125279,-8.54753398895264
24125285,-7.38827669199266
24125287,-7.47625353318844
24125289,-7.30277065724028
24125291,-7.92081875395237
24125293,-7.38721614328026
24125295,-7.60554831917378
24125297,-9.00551700592041
24125301,-4.60084438323975
24125303,-3.25951322133796
24125305,-3.15311531430244
24125307,-3.41577789669797
24125309,-2.88068477879651
24125311,-3.21721734657774
24125313,-4.16991657589854
24125315,-2.83899057090225
24125317,-3.4176860619173
24125319,-2.99385507589087
24125321,-3.27041326815314
24125323,-3.76676564584061
24125325,-3.59789098206704
24125327,-3.76572715815291
24125329,-3.20275389778312
24125331,-3.2094046325421
24125333,-2.94506490568562
24125335,-3.86489787090635
24125337,-3.25751851102838
24125339,-3.72019872255924
24125341,-3.28261196344776
24125343,-4.31892214330744
24125345,-3.87105040835553
24125347,-4.43212580477171
24125349,-3.4056899950873
24125351,-4.36519380874588
24125353,-4.65678032393664
24125355,-4.69558576674629
24125357,-4.15719537884344
24125359,-4.03534697515415
24125361,-3.78757278780773
24125363,-3.53500732182053
24125365,-3.93886559512444
24125367,-5.60080337524414
24125369,-3.0463849716713
24125371,-3.90468348972699
24125373,-4.24041354334935
24125375,-4.78777099615813
24125377,-4.99017106713007
24125379,-3.05388523036563
24125381,-6.45642857603763
24125383,-6.60101893334187
24125385,-6.47237009912866
24125387,-6.45234834164003
24125389,-6.4721124340473
24125391,-6.52085675202139
24125393,-6.48545224733971
24125395,-3.27052410439353
24125397,-3.20010673183729
24125399,-3.21159184285421
24125401,-3.25615977982875
24125403,-3.7011421223713
24125405,-3.49446258672214
24125407,-3.24658663250443
24125409,-3.1707384362097
24125411,-6.44514756562795
24125413,-3.19828286033309
24125415,-3.26262484879304
24125417,-3.40122863762214
24125419,-3.19530179869993
24125421,-3.33487840337836
24125423,-3.24952007049781
24125425,-3.54961107752555
24125427,-3.17793082545601
24125429,-3.03757762396818
24125431,-7.07684373855591
24125433,-5.85418319702148
24125435,-3.10032003700069
24125437,-3.07919830546992
24125439,-3.24157685030804
24125441,-2.94471756042195
24125443,-7.73754891026957
24125445,-6.23754501342773
24125447,-7.28066871301627
24125449,-7.48148606012211
24125451,-3.31164479255676
24125453,-2.90888890810249
24125455,-2.90890172494392
24125457,-5.87128257751465
24125459,-7.95860731484177
24125461,-7.25884840114821
24125463,-7.63827216398241
24125465,-3.20399659106659
24125467,-7.5185573714977
24125469,-5.27679967880249
24125471,-3.04853692315489
24125473,-3.80168085963632
24125475,-3.16359428764605
24125477,-2.90627102013906
24125479,-2.97729109838782
24125481,-8.08618614761628
24125483,-2.90607360079716
24125485,-8.72124639904717
24125487,-3.1917860552419
24125489,-3.20225603563646
24125491,-3.10237956061269
24125493,-2.99294747874131
24125495,-3.35809735912844
24125497,-3.21291255543707
24125499,-3.09357988576012
24125501,-3.14040770289939
24125503,-3.21000000131112
24125505,-3.19440189523342
24125507,-3.07467158209292
24125509,-6.85729775426238
24125511,-3.59623475883764
24125513,-3.71666163211319
24125515,-3.66220058543633
24125517,-4.32479727587849
24125519,-6.94119451332409
24125521,-4.1396449348634
24125523,-3.97253299538665
24125525,-3.72023574991809
24125527,-3.81457125759938
24125529,-4.09052234900083
24125531,-3.92651276112515
24125533,-4.28411712287426
24125535,-4.06114126181702
24125537,-4.77168428880548
24125539,-3.33822487924837
24125541,-3.94609479371772
24125543,-4.15862893764932
24125545,-3.51334792372431
24125547,-4.20013298324489
24125549,-3.15428269830585
24125551,-3.93873722844048
24125553,-3.67768910725714
24125555,-4.31882871148892
24125557,-4.45988287841987
24125559,-4.09223078315172
24125561,-3.81627620123946
24125563,-4.00077343240565
24125565,-4.85706643229773
24125567,-4.97328186035156
24125569,-3.28912560781195
24125571,-3.3944787979126
24125573,-3.1803077058533
24125575,-3.11322645510202
24125577,-3.11845438163795
24125581,-3.10021023941958
24125583,-3.42136644262428
24125585,-3.01024428157145
24125587,-3.27774166019562
24125589,-2.90103764895902
24125591,-7.4089353929735
24125593,-7.47495519296315
24125595,-7.5185573714977
24125597,-3.00196104780823
24125599,-3.153671054168
24125601,-2.90973330360083
24125603,-2.74889564501177
24125605,-2.93997719997253
24125607,-2.93174788555972
24125609,-2.92919948004869
24125611,-2.99032020380356
24125613,-2.96214961445364
24125615,-2.95792691383965
24125617,-3.14653256086653
24125619,-2.74845477962122
24125621,-4.52761840820312
24125623,-4.43166208267212
24125625,-3.05992465745268
24125627,-5.25500106811523
24125629,-3.28929592956862
24125631,-3.06331006219657
24125633,-3.43071257556631
24125635,-3.01576558539258
24125637,-2.93596771562221
24125639,-2.95370981796042
24125641,-3.53488779240036
24125643,-3.34412301729476
24125645,-2.89707728519692
24125647,-2.96773468722069
24125649,-3.52201155552296
24125651,-2.85374430050974
24125653,-4.47836238464491
24125655,-4.4507011220634
24125657,-4.11807042028534
24125659,-4.75800050668294
24125661,-4.47302287660976
24125663,-2.77885797924466
24125665,-3.49247529878496
24125667,-3.55237481543415
24125669,-3.93476436312649
24125671,-6.99610883376309
24125673,-3.53204926849582
24125675,-3.50436356524703
24125677,-3.46901964470364
24125679,-3.66633481970262
24125681,-3.87876877148671
24125683,-3.57878233922846
24125685,-3.40498557931874
24125687,-2.89758945912611
24125689,-5.2178571634945
24125691,-4.1660768103988
24125693,-4.30789973322968
24125695,-3.22322965024836
24125697,-3.02990119193488
24125699,-4.19065507313302
24125701,-3.60992780610243
24125703,-3.94985783263022
24125705,-2.83720285728028
24125707,-2.85139315032428
24125709,-3.33220925892624
24125711,-2.98093391606579
24125713,-3.83249822595939
24125715,-2.67973590930753
24125717,-3.77463900543532
24125719,-3.05609433491453
24125721,-3.60502969476772
24125723,-4.12586880204576
24125725,-4.5362555095268
24125727,-3.05348484358301
24125729,-3.66487116461952
24125731,-3.04586974606331
24125733,-3.78548912879405
24125735,-3.46190509570793
24125737,-3.13661200059258
24125739,-3.51059092906563
24125741,-3.80845033846533
24125743,-3.10160403170746
24125745,-3.04667641582392
24125747,-3.85958430088762
24125749,-3.53538592137401
24125751,-3.72838589362296
24125753,-3.65921251794916
24125755,-3.24825592646674
24125757,-4.0002922819227
24125759,-3.55176508148798
24125761,-3.03932805705207
24125763,-3.83137355192038
24125765,-3.60575431568557
24125767,-4.51655677391873
24125769,-3.09895164550753
24125771,-3.14154894805091
24125773,-2.93289442411273
24125775,-3.2486726950842
24125777,-2.77660930967606
24125779,-3.17099782875068
24125781,-3.20001407237567
24125783,-3.16579083588884
24125785,-3.15660985760899
24125787,-3.5102771435595
24125789,-3.11048870992533
24125793,-2.91817246101841
24125795,-2.97570833038983
24125797,-3.08253997034038
24125799,-3.40239628875736
24125801,-3.19426757986229
24125803,-3.2245743029532
24125805,-3.0796883810608
24125807,-2.90514212670789
24125809,-2.93494496692646
24125811,-3.27752839429896
24125813,-2.94128775441002
24125815,-3.51896720627502
24125817,-2.97017346770973
24125819,-2.94181468845653
24125821,-3.09117759569167
24125823,-2.92882521686737
24125825,-2.99287022996808
24125827,-2.9237300841756
24125829,-3.07051271654921
24125831,-3.07190846533188
24125833,-3.34260736472702
24125835,-7.46974611282349
24125837,-7.40887928009033
24125839,-9.22184874961636
24125841,-9.15490195998574
24125843,-7.59372091293335
24125845,-8.00476360321045
24125847,-7.65944480895996
24125849,-7.37151288986206
24125851,-8.10790539730952
24125853,-8.82390874094432
24125855,-3.12255009655746
24125857,-3.27920627593994
24125859,-2.82513010041042
24125861,-3.97400431852231
24125863,-2.93305452730795
24125865,-3.10339216706713
24125867,-4.50711953328075
24125869,-2.98143367911891
24125871,-2.84368365534416
24125873,-2.83773731488317
24125875,-2.7149556413059
24125877,-2.83082235022691
24125879,-3.24894414485938
24125881,-7.14691047014813
24125883,-3.57240400244124
24125885,-2.83082456563414
24125887,-2.51347010530242
24125889,-2.95812032810751
24125891,-3.25424185717238
24125893,-8.82390874094432
24125895,-3.24964768607622
24125897,-3.53075629246567
24125899,-3.63131090746033
24125901,-3.2294769464565
24125903,-2.72403251573723
24125905,-3.84093747095546
24125907,-5.22256278991699
24125909,-5.80793458902071
24125911,-6.90657831483777
24125913,-7.02273378757271
24125915,-4.98414586634675
24125917,-4.97915827556398
24125919,-4.48702759239985
24125921,-3.90982062817565
24125923,-3.6690042716364
24125925,-6.98758462523757
24125927,-8.14874165128093
24125929,-5.73448038101196
24125931,-7.89918327331543
24125933,-3.46895060816062
24125935,-3.34940945185741
24125937,-5.35172783274148
24125939,-3.31317138316136
24125941,-3.10167694626131
24125943,-4.31742425566443
24125945,-3.58013353088914
24125947,-2.74986589865105
24125949,-3.34243039189972
24125951,-3.48257968010916
24125953,-3.81443548202515
24125955,-3.33414107625915
24125957,-7.18708664335714
24125959,-3.24750135177103
24125961,-4.34813451293101
24125963,-5.54410496095022
24125965,-7.73754891026957
24125967,-5.30747032844088
24125969,-4.25571098254195
24125971,-3.01774093642423
24125973,-5.59153509140015
24125975,-5.41703414916992
24125977,-5.00601577758789
24125979,-4.90166044235229
24125981,-8.79588001734407
24125983,-10
24125985,-5.26099348068237
24125987,-4.03848731030914
24125989,-3.37143630098994
24125991,-3.34438758445593
24125993,-4.05829481088476
24125995,-8.37259864807129
24125997,-4.0697681312042
24125999,-2.94769907305749
24126001,-3.30584801977303
24126003,-2.84647842153475
24126005,-2.90647493703688
24126007,-2.82766508314876
24126009,-3.61685872130325
24126011,-3.21680231202289
24126013,-7.87614835903291
24126015,-3.99979686737061
24126017,-5.83821821212769
24126019,-5.15204503392462
24126021,-3.71026950122664
24126023,-3.16369899241324
24126025,-3.50900688795961
24126027,-3.40218371776168
24126029,-3.19052137871065
24126031,-4.65484396140662
24126033,-3.41141312482528
24126035,-3.06977786177439
24126037,-3.82914151868007
24126039,-4.10265588394754
24126041,-4.2063372508389
24126043,-3.85178564856398
24126045,-4.19704674064731
24126047,-6.97839728397176
24126049,-4.2189604866463
24126051,-3.80466233678053
24126053,-4.3497595336169
24126055,-3.03222272255241
24126057,-3.19402772272172
24126059,-3.34692379069444
24126061,-3.29665496187834
24126063,-3.43707366005515
24126065,-3.21549432612075
24126067,-3.30612828107631
24126069,-3.19868219685007
24126071,-3.2372006906905
24126073,-3.19362794644414
24126075,-3.31092211550758
24126077,-3.02389438611105
24126079,-7.56066730616974
24126081,-2.81523735640324
24126083,-2.81781893639403
24126085,-3.23218569350735
24126087,-3.15059912163444
24126089,-2.91979314899112
24126091,-2.70429243124048
24126093,-3.86749024678911
24126095,-7.82102305270683
24126097,-3.27209212307628
24126099,-2.48108402377424
24126101,-2.70493367179883
24126103,-7.09536743164062
24126105,-7.02442741394043
24126107,-7.25415420532227
24126109,-7.88841104507446
24126111,-8.58502665202918
24126113,-8.48148606012211
24126115,-9.15490195998574
24126117,-6.87333250045776
24126119,-6.72773694992065
24126121,-6.27302074432373
24126123,-7.3585258894959
24126125,-5.38517657813338
24126127,-3.44783366769448
24126129,-3.02576211892241
24126131,-4.0819250093813
24126133,-3.95109347952143
24126135,-4.23704699488588
24126137,-3.76399566370915
24126139,-3.65957691428588
24126141,-3.22653467923973
24126143,-3.94482112882312
24126145,-4.20194991348533
24126147,-3.17808751684355
24126149,-3.34043713961249
24126151,-7.75202673363819
24126153,-2.95637397765121
24126155,-3.59147664822892
24126157,-2.99483450782203
24126159,-2.64002859906887
24126161,-3.03441650161222
24126163,-3.34257272811972
24126165,-3.15218735811812
24126167,-3.0277253549895
24126169,-7.61439372640169
24126171,-6.89995431900024
24126173,-7.7594507517174
24126175,-7.87736511230469
24126177,-6.92972135543823
24126179,-7.21148347854614
24126181,-7.43297363384094
24126183,-7.36957212497498
24126185,-7.39334297180176
24126187,-4.92375289285459
24126189,-3.886862776327
24126191,-3.38749582668052
24126193,-3.13003286080148
24126195,-3.60426386765324
24126197,-3.65541594067715
24126199,-3.976169536709
24126201,-7.13667713987954
24126203,-3.65242653908511
24126205,-3.15618137258036
24126207,-3.74347900405407
24126209,-3.04035937452921
24126211,-3.69292465626035
24126213,-3.98263419708495
24126215,-4.05224303733101
24126217,-4.28869478549956
24126219,-3.57655892971266
24126221,-3.9718754915397
24126223,-3.15764576995642
24126225,-3.05842879306568
24126227,-3.40524209102477
24126229,-3.14906741316981
24126231,-3.18903693285129
24126233,-3.87024811427837
24126235,-3.4413307185844
24126237,-4.1846634336089
24126239,-3.8331591567194
24126241,-4.32533355091475
24126243,-3.00173011928034
24126245,-3.29638693792057
24126247,-4.28262299236454
24126249,-2.59476995683172
24126251,-3.68253279511005
24126253,-3.13980830043255
24126255,-3.80340510312796
24126257,-2.98851186555226
24126259,-3.36961666121818
24126261,-3.33765395553795
24126263,-2.88988317341223
24126265,-3.53320459750167
24126267,-4.52285558352561
24126269,-3.33306251469769
24126271,-2.83815133513
24126273,-2.92549152569976
24126275,-3.31696348496207
24126277,-3.35264947156659
24126279,-3.73311992968619
24126281,-3.92133087800809
24126283,-3.59991704520987
24126285,-3.66033966893308
24126287,-3.85720124406583
24126289,-3.6724785264309
24126291,-4.26912803083178
24126293,-3.05123577971184
24126295,-3.42413214883733
24126297,-3.71823224316914
24126299,-3.57808867497175
24126301,-3.28395155889518
24126303,-2.96346332217168
24126305,-3.21640621357049
24126307,-4.84177022927435
24126309,-3.53834720650174
24126311,-4.36592286322161
24126313,-5.77510452915052
24126315,-3.57796117519162
24126317,-2.72799056062893
24126319,-2.91365152520648
24126321,-3.67452226798409
24126323,-3.48537224425147
24126325,-2.93711253784193
24126327,-3.53436747963477
24126329,-2.62585122914114
24126331,-3.58449518161082
24126333,-3.58650298384929
24126335,-3.61727955151332
24126337,-4.0713283962083
24126339,-3.55004164077351
24126341,-4.07206095733592
24126343,-4.20088277141781
24126345,-4.15162181397614
24126347,-4.3559577284691
24126349,-3.26358806193474
24126351,-3.13316960570593
24126353,-4.18839073181152
24126355,-3.48826458932732
24126357,-3.62948097450914
24126359,-3.01720827750116
24126361,-3.07865025904398
24126363,-3.3609759359521
24126365,-2.55342422033382
24126367,-4.52951894557906
24126369,-3.34957857860869
24126371,-2.68549226228403
24126373,-7.44855000202713
24126375,-3.36167454090034
24126377,-2.94443303541692
24126379,-3.04776540158605
24126381,-3.24203838961383
24126383,-3.89840138327729
24126385,-3.32654357392361
24126387,-3.68186788135457
24126389,-3.19202359563285
24126391,-3.57474088570301
24126393,-3.81283856811568
24126395,-3.17290407285119
24126397,-4.63642958725334
24126399,-7.54282283782959
24126401,-3.40888720949032
24126403,-4.13925924939619
24126405,-3.55121563774323
24126407,-4.0505160715961
24126409,-4.26818246458999
24126411,-3.89933516817918
24126413,-4.08153371885879
24126415,-2.83691333903201
24126417,-4.53705429531578
24126419,-3.9654807784393
24126421,-4.17971239027218
24126423,-4.0374410651297
24126425,-4.255662379392
24126427,-4.33500578323287
24126429,-3.75843875666626
24126431,-4.76357841491699
24126433,-4.28444705276627
24126435,-4.93974733352661
24126437,-3.37378531900075
24126439,-4.44081804526421
24126441,-7.0268721464003
24126443,-4.71076129988629
24126445,-4.4196594752985
24126447,-5.1188152957499
24126449,-7.57351112365723
24126451,-4.04966095088328
24126453,-6.77409887313843
24126455,-4.8410076347042
24126457,-4.3737602609706
24126459,-3.8997577597131
24126461,-3.83819163683251
24126463,-3.78710158725469
24126465,-3.98043468593619
24126467,-4.27894985953791
24126469,-4.39874761324983
24126471,-3.94166458905196
24126473,-3.14206649024544
24126475,-4.00055021007173
24126477,-6.89414932561486
24126479,-7.11918640771921
24126481,-3.98423290252686
24126483,-3.66047902004217
24126485,-3.78402154616083
24126487,-3.13805084833466
24126489,-3.64167160912765
24126491,-3.10628915821118
24126493,-3.23044490415094
24126495,-3.0521914565215
24126497,-2.87990906216799
24126499,-7.0096611452124
24126501,-3.52991359021046
24126503,-3.95274302825285
24126505,-3.31625037005379
24126507,-3.92045518454723
24126509,-3.80224638378143
24126511,-3.80081367492676
24126513,-3.7270861739026
24126517,-3.55805206292719
24126519,-3.4453860044583
24126521,-3.76411649203562
24126523,-3.64202650152017
24126525,-3.5134883386799
24126527,-3.16250402114312
24126529,-4.14073829695312
24126531,-4.25096099028178
24126533,-3.5655247781844
24126535,-3.87669070719563
24126537,-3.81272535513271
24126539,-4.1284200345395
24126541,-4.28878998091502
24126543,-4.64127090163024
24126545,-4.17056709980404
24126547,-4.12094893832468
24126549,-4.50555489562802
24126551,-4.23522799392493
24126553,-4.17484391144947
24126555,-4.96049451127201
24126557,-4.28546868647717
24126559,-3.32650878341956
24126561,-4.1879021887929
24126563,-4.51150785819242
24126565,-8.09163188934326
24126567,-6.24116377525304
24126569,-6.01759307113621
24126571,-6.80994858224079
24126573,-6.2548471049231
24126575,-6.21204387671607
24126577,-6.73826145264746
24126579,-6.96697855531709
24126581,-7.4145392704915
24126583,-8.79588001734407
24126585,-6.52841494581481
24126587,-6.90204892900585
24126589,-6.33077612606919
24126591,-5.95995175845254
24126593,-5.74175769999337
24126595,-5.19818170305067
24126597,-5.44718730057969
24126599,-5.80908929603027
24126601,-6.01655414265866
24126603,-5.72252831495717
24126605,-5.62234776282758
24126607,-5.52075589905518
24126609,-5.13723672875111
24126611,-5.06525417236728
24126613,-4.69321267537477
24126615,-5.19842480153741
24126617,-5.37042731622323
24126619,-5.16691666582166
24126621,-4.93608521845103
24126623,-4.72719605811185
24126625,-4.70186770822039
24126627,-5.48576068878174
24126629,-4.15066381842327
24126631,-4.73107039950995
24126633,-5.15457092051735
24126635,-4.88510750848085
24126637,-4.76866267152138
24126639,-4.6920973771671
24126641,-4.29249646919843
24126643,-4.56871823309336
24126645,-6.71942162963192
24126647,-7.58064556121826
24126649,-6.07099001450604
24126651,-4.85498393970071
24126653,-5.02583846302441
24126655,-5.5775743236288
24126657,-5.48582427959318
24126659,-5.01341187231064
24126661,-5.83200368791312
24126663,-3.70919280933433
24126665,-7.70996538863748
24126667,-5.50316717996131
24126669,-5.22076436832414
24126671,-4.4311016162853
24126673,-5.85201467931619
24126675,-4.71812160435982
24126677,-5.66142399225019
24126679,-5.07086217931779
24126681,-5.08176515238002
24126683,-5.50304269073879
24126685,-6.61314447081528
24126687,-4.32567978004715
24126689,-4.35591504847466
24126691,-4.41068189314153
24126693,-4.55502623764327
24126695,-3.47497145980319
24126697,-4.57897325580387
24126699,-4.57424316648925
24126701,-3.57521748270805
24126703,-3.94059426738184
24126705,-3.68397482320076
24126707,-4.33309016805015
24126709,-4.99229072019485
24126711,-4.34669561209782
24126713,-4.95742740090268
24126715,-4.59933063100348
24126717,-4.64794123836401
24126719,-4.77600089227077
24126721,-5.45041753790891
24126723,-4.02634058352945
24126725,-3.62066186315973
24126727,-4.06066897770266
24126729,-4.17671834387413
24126731,-4.44295862113414
24126733,-4.73603319146237
24126735,-4.87915797661
24126737,-4.93952502877364
24126739,-4.94005811193805
24126741,-4.61299044966231
24126743,-4.93777957943136
24126745,-7.08092190762393
24126747,-6.59345981956604
24126749,-6.12303203256741
24126751,-6.0022642234021
24126753,-5.46107454969642
24126755,-5.6345120151091
24126757,-5.53883174661262
24126759,-5.10493675192647
24126761,-5.22181623514737
24126763,-4.68445996605518
24126765,-5.20581652241197
24126767,-5.74604041392513
24126781,-5.21205803026206
24126783,-7.62914800643921
24126785,-7.70093870162964
24126787,-5.34245838344635
24126789,-5.02753333148159
24126791,-5.37841631764593
24126793,-5.24942218529153
24126795,-5.10475961101111
24126797,-5.86068043924596
24126799,-5.59361312702727
24126801,-5.20476669411774
24126803,-5.28074331198654
24126805,-5.60784845502118
24126807,-5.11890078161098
24126809,-4.80415444846032
24126811,-4.10490799714778
24126813,-4.78107863639807
24126815,-4.99570909392057
24126817,-5.02462051181472
24126819,-6.71360939435031
24126821,-4.67872563706362
24126823,-4.48877716369044
24126825,-4.3177499309905
24126827,-3.56712560497157
24126829,-4.17288085637099
24126831,-4.06436947301277
24126833,-3.73491743247845
24126835,-4.43622854122135
24126837,-4.39338341951677
24126839,-4.3870775658957
24126841,-3.78666875076835
